-11.4	1.24133	1.01543	0.897353	8.08985	8.42731	7.28243
-10.8	1.24133	1.01517	0.897316	8.08526	8.42136	7.27789
-10.2	1.24133	1.01491	0.897276	8.0807	8.41545	7.27335
-9.6	1.24132	1.01465	0.897232	8.07617	8.40958	7.26882
-9	1.24131	1.01438	0.897184	8.07168	8.40377	7.26428
-8.4	1.2413	1.01412	0.897132	8.06721	8.398	7.25975
-7.8	1.24129	1.01385	0.897077	8.06278	8.39228	7.25523
-7.2	1.24127	1.01359	0.897018	8.05838	8.3866	7.2507
-6.6	1.24126	1.01332	0.896955	8.05401	8.38098	7.24618
-6	1.24124	1.01305	0.896888	8.04967	8.3754	7.24166
-5.4	1.24121	1.01278	0.896818	8.04536	8.36987	7.23714
-4.8	1.24119	1.0125	0.896744	8.04109	8.36438	7.23263
-4.2	1.24116	1.01223	0.896665	8.03685	8.35894	7.22812
-3.6	1.24113	1.01195	0.896583	8.03264	8.35356	7.22361
-3	1.2411	1.01168	0.896497	8.02846	8.34821	7.2191
-2.4	1.24106	1.0114	0.896408	8.02431	8.34292	7.2146
-1.8	1.24103	1.01112	0.896314	8.02019	8.33767	7.2101
-1.2	1.24099	1.01084	0.896216	8.01611	8.33248	7.2056
-0.6	1.24094	1.01055	0.896115	8.01206	8.32733	7.20111
0	1.2409	1.01027	0.896009	8.00804	8.32223	7.19662
0.6	1.24085	1.00998	0.8959	8.00406	8.31718	7.19213
1.2	1.2408	1.00969	0.895786	8.0001	8.31217	7.18765
1.8	1.24074	1.0094	0.895668	7.99618	8.30722	7.18316
2.4	1.24068	1.00911	0.895547	7.99229	8.30231	7.17868
3	1.24062	1.00882	0.895421	7.98843	8.29745	7.17421
3.6	1.24056	1.00852	0.895291	7.98461	8.29264	7.16973
4.2	1.2405	1.00823	0.895157	7.98081	8.28788	7.16526
4.8	1.24043	1.00793	0.895019	7.97705	8.28317	7.16079
5.4	1.24035	1.00763	0.894877	7.97333	8.27851	7.15633
6	1.24028	1.00732	0.894731	7.96963	8.27389	7.15187
6.6	1.2402	1.00702	0.89458	7.96597	8.26933	7.14741
7.2	1.24012	1.00671	0.894425	7.96234	8.26482	7.14295
7.8	1.24004	1.00641	0.894266	7.95874	8.26035	7.1385
8.4	1.23995	1.00609	0.894103	7.95518	8.25593	7.13405
9	1.23986	1.00578	0.893935	7.95165	8.25157	7.1296
9.6	1.23976	1.00547	0.893763	7.94815	8.24725	7.12515
10.2	1.23967	1.00515	0.893587	7.94468	8.24299	7.12071
10.8	1.23957	1.00483	0.893407	7.94125	8.23877	7.11627
11.4	1.23946	1.00451	0.893222	7.93785	8.2346	7.11184
12	1.23936	1.00419	0.893033	7.93449	8.23048	7.1074
12.6	1.23925	1.00386	0.892839	7.93115	8.22642	7.10297
13.2	1.23913	1.00353	0.892641	7.92785	8.2224	7.09855
13.8	1.23902	1.0032	0.892439	7.92459	8.21843	7.09412
14.4	1.2389	1.00287	0.892232	7.92135	8.21452	7.0897
15	1.23877	1.00254	0.89202	7.91815	8.21065	7.08528
15.6	1.23864	1.0022	0.891805	7.91498	8.20683	7.08087
16.2	1.23851	1.00186	0.891584	7.91185	8.20307	7.07646
16.8	1.23838	1.00152	0.89136	7.90875	8.19935	7.07205
17.4	1.23824	1.00117	0.89113	7.90568	8.19569	7.06764
18	1.2381	1.00082	0.890897	7.90265	8.19207	7.06324
18.6	1.23796	1.00047	0.890658	7.89965	8.18851	7.05884
19.2	1.23781	1.00012	0.890416	7.89668	8.185	7.05444
19.8	1.23765	0.999767	0.890168	7.89375	8.18154	7.05005
20.4	1.2375	0.99941	0.889916	7.89085	8.17813	7.04566
21	1.23734	0.999049	0.88966	7.88798	8.17477	7.04127
21.6	1.23718	0.998686	0.889399	7.88515	8.17146	7.03688
22.2	1.23701	0.998321	0.889133	7.88235	8.1682	7.0325
22.8	1.23684	0.997952	0.888863	7.87959	8.16499	7.02812
23.4	1.23666	0.997581	0.888588	7.87686	8.16184	7.02375
24	1.23649	0.997207	0.888309	7.87416	8.15874	7.01938
24.6	1.2363	0.99683	0.888025	7.8715	8.15568	7.01501
25.2	1.23612	0.99645	0.887737	7.86887	8.15268	7.01064
25.8	1.23593	0.996068	0.887444	7.86627	8.14973	7.00628
26.4	1.23574	0.995683	0.887146	7.86371	8.14684	7.00192
27	1.23554	0.995294	0.886844	7.86118	8.14399	6.99756
27.6	1.23534	0.994903	0.886537	7.85869	8.14119	6.99321
28.2	1.23514	0.994509	0.886226	7.85623	8.13845	6.98886
28.8	1.23493	0.994113	0.88591	7.85381	8.13576	6.98451
29.4	1.23472	0.993713	0.88559	7.85142	8.13312	6.98016
30	1.2345	0.99331	0.885265	7.84906	8.13053	6.97582
30.6	1.23429	0.992904	0.884936	7.84674	8.128	6.97148
31.2	1.23406	0.992496	0.884603	7.84445	8.12551	6.96715
31.8	1.23384	0.992084	0.884265	7.84219	8.12308	6.96282
32.4	1.23361	0.99167	0.883922	7.83997	8.1207	6.95849
33	1.23337	0.991253	0.883576	7.83779	8.11837	6.95416
33.6	1.23314	0.990832	0.883225	7.83564	8.1161	6.94984
34.2	1.2329	0.990409	0.882869	7.83352	8.11387	6.94552
34.8	1.23265	0.989983	0.88251	7.83144	8.1117	6.9412
35.4	1.23241	0.989554	0.882146	7.82939	8.10958	6.93689
36	1.23216	0.989122	0.881778	7.82737	8.10752	6.93258
36.6	1.2319	0.988687	0.881406	7.82539	8.1055	6.92828
37.2	1.23164	0.98825	0.881029	7.82345	8.10354	6.92397
37.8	1.23138	0.987809	0.880649	7.82154	8.10163	6.91967
38.4	1.23112	0.987366	0.880265	7.81966	8.09977	6.91538
39	1.23085	0.98692	0.879877	7.81782	8.09797	6.91108
39.6	1.23058	0.986471	0.879484	7.81601	8.09621	6.90679
40.2	1.23031	0.986019	0.879088	7.81424	8.09451	6.9025
40.8	1.23003	0.985565	0.878689	7.8125	8.09287	6.89822
41.4	1.22975	0.985108	0.878285	7.8108	8.09127	6.89394
42	1.22947	0.984648	0.877878	7.80913	8.08973	6.88966
42.6	1.22918	0.984186	0.877467	7.8075	8.08824	6.88539
43.2	1.22889	0.983721	0.877052	7.8059	8.0868	6.88112
43.8	1.2286	0.983253	0.876635	7.80434	8.08542	6.87685
44.4	1.2283	0.982783	0.876213	7.80281	8.08409	6.87259
45	1.22801	0.982311	0.875789	7.80131	8.08281	6.86832
45.6	1.22771	0.981836	0.875361	7.79985	8.08159	6.86407
46.2	1.2274	0.981358	0.874929	7.79843	8.08041	6.85981
46.8	1.2271	0.980879	0.874495	7.79704	8.07929	6.85556
47.4	1.22679	0.980396	0.874058	7.79569	8.07823	6.85131
