36.6	1.2381	1.01222	0.895995	7.54199	8.29528	7.13971
37.2	1.2381	1.01226	0.895977	7.53693	8.29512	7.13884
37.8	1.2381	1.0123	0.895959	7.53196	8.29497	7.13798
38.4	1.2381	1.01235	0.895939	7.52708	8.29482	7.13711
39	1.23811	1.01239	0.89592	7.52228	8.29468	7.13625
39.6	1.23811	1.01243	0.895899	7.51758	8.29456	7.13539
40.2	1.23812	1.01247	0.895879	7.51296	8.29444	7.13453
40.8	1.23813	1.01251	0.895857	7.50843	8.29433	7.13368
41.4	1.23814	1.01255	0.895835	7.50399	8.29423	7.13282
42	1.23815	1.0126	0.895813	7.49964	8.29414	7.13197
42.6	1.23817	1.01264	0.89579	7.49538	8.29405	7.13112
43.2	1.23819	1.01268	0.895766	7.49121	8.29398	7.13027
43.8	1.23821	1.01273	0.895742	7.48712	8.29391	7.12943
44.4	1.23823	1.01277	0.895717	7.48313	8.29386	7.12859
45	1.23825	1.01281	0.895691	7.47922	8.29381	7.12775
45.6	1.23828	1.01286	0.895665	7.47541	8.29377	7.12691
46.2	1.2383	1.0129	0.895638	7.47168	8.29375	7.12607
46.8	1.23833	1.01295	0.895611	7.46805	8.29373	7.12524
47.4	1.23837	1.01299	0.895583	7.4645	8.29372	7.1244
48	1.2384	1.01304	0.895555	7.46105	8.29371	7.12357
48.6	1.23843	1.01308	0.895525	7.45769	8.29372	7.12274
49.2	1.23847	1.01313	0.895496	7.45441	8.29374	7.12192
49.8	1.23851	1.01317	0.895465	7.45123	8.29376	7.12109
50.4	1.23855	1.01322	0.895434	7.44814	8.2938	7.12027
51	1.2386	1.01326	0.895402	7.44514	8.29384	7.11945
51.6	1.23864	1.01331	0.89537	7.44223	8.29389	7.11863
52.2	1.23869	1.01336	0.895337	7.43941	8.29395	7.11782
52.8	1.23874	1.0134	0.895303	7.43668	8.29402	7.11701
53.4	1.23879	1.01345	0.895269	7.43404	8.2941	7.11619
54	1.23885	1.0135	0.895234	7.4315	8.29419	7.11538
54.6	1.23891	1.01354	0.895198	7.42904	8.29429	7.11458
55.2	1.23897	1.01359	0.895162	7.42668	8.29439	7.11377
55.8	1.23903	1.01364	0.895124	7.42441	8.29451	7.11297
56.4	1.23909	1.01369	0.895087	7.42223	8.29463	7.11217
57	1.23916	1.01373	0.895048	7.42015	8.29477	7.11137
57.6	1.23922	1.01378	0.895009	7.41815	8.29491	7.11057
58.2	1.23929	1.01383	0.894968	7.41625	8.29506	7.10978
58.8	1.23937	1.01388	0.894928	7.41444	8.29522	7.10899
59.4	1.23944	1.01393	0.894886	7.41272	8.29539	7.1082

